instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_users,hour_interval
4095,2011-06-24,fall,2011,June,12,no,friday,yes,1,0.8,0.7121,0.41,0.2836,51,150,201,12 - 13
4096,2011-06-24,fall,2011,June,13,no,friday,yes,1,0.8,0.7121,0.36,0.2239,43,178,221,13 - 14
4097,2011-06-24,fall,2011,June,14,no,friday,yes,1,0.78,0.697,0.43,0.2836,67,162,229,14 - 15
4098,2011-06-24,fall,2011,June,15,no,friday,yes,1,0.82,0.7273,0.34,0.3881,69,147,216,15 - 16
4099,2011-06-24,fall,2011,June,16,no,friday,yes,1,0.8,0.697,0.33,0.4179,80,247,327,16 - 17
4100,2011-06-24,fall,2011,June,17,no,friday,yes,1,0.76,0.6667,0.37,0.2537,85,472,557,17 - 18
4101,2011-06-24,fall,2011,June,18,no,friday,yes,1,0.76,0.6667,0.37,0.2985,87,365,452,18 - 19
4102,2011-06-24,fall,2011,June,19,no,friday,yes,1,0.74,0.6515,0.4,0.2239,92,293,385,19 - 20
4103,2011-06-24,fall,2011,June,20,no,friday,yes,1,0.72,0.6515,0.45,0.1642,66,222,288,20 - 21
4104,2011-06-24,fall,2011,June,21,no,friday,yes,1,0.7,0.6515,0.48,0.1343,50,183,233,21 - 22
4105,2011-06-24,fall,2011,June,22,no,friday,yes,1,0.7,0.6515,0.48,0.0,41,126,167,22 - 23
4106,2011-06-24,fall,2011,June,23,no,friday,yes,1,0.68,0.6364,0.51,0.1343,33,139,172,23 - 24
4107,2011-06-25,fall,2011,June,0,no,saturday,no,1,0.68,0.6364,0.47,0.1642,19,97,116,0 - 1
4108,2011-06-25,fall,2011,June,1,no,saturday,no,1,0.66,0.6212,0.5,0.1642,20,75,95,1 - 2
4109,2011-06-25,fall,2011,June,2,no,saturday,no,2,0.66,0.6212,0.5,0.194,8,51,59,2 - 3
4110,2011-06-25,fall,2011,June,3,no,saturday,no,1,0.64,0.6212,0.57,0.194,18,21,39,3 - 4
4111,2011-06-25,fall,2011,June,4,no,saturday,no,1,0.64,0.6212,0.57,0.194,7,4,11,4 - 5
4112,2011-06-25,fall,2011,June,5,no,saturday,no,1,0.62,0.6061,0.61,0.1343,6,8,14,5 - 6
4113,2011-06-25,fall,2011,June,6,no,saturday,no,1,0.64,0.6212,0.57,0.2239,12,17,29,6 - 7
4114,2011-06-25,fall,2011,June,7,no,saturday,no,1,0.64,0.6212,0.57,0.2836,7,35,42,7 - 8
4115,2011-06-25,fall,2011,June,8,no,saturday,no,1,0.7,0.6515,0.48,0.2537,27,85,112,8 - 9
4116,2011-06-25,fall,2011,June,9,no,saturday,no,1,0.72,0.6515,0.45,0.2537,47,139,186,9 - 10
4117,2011-06-25,fall,2011,June,10,no,saturday,no,1,0.72,0.6515,0.45,0.194,99,203,302,10 - 11
4118,2011-06-25,fall,2011,June,11,no,saturday,no,1,0.74,0.6667,0.42,0.0,122,209,331,11 - 12
4119,2011-06-25,fall,2011,June,12,no,saturday,no,1,0.74,0.6515,0.4,0.2836,140,252,392,12 - 13
4120,2011-06-25,fall,2011,June,13,no,saturday,no,1,0.74,0.6515,0.4,0.2836,140,231,371,13 - 14
4121,2011-06-25,fall,2011,June,14,no,saturday,no,1,0.74,0.6667,0.45,0.2985,151,232,383,14 - 15
4122,2011-06-25,fall,2011,June,15,no,saturday,no,1,0.74,0.6667,0.45,0.0,157,235,392,15 - 16
4123,2011-06-25,fall,2011,June,16,no,saturday,no,1,0.76,0.6818,0.43,0.2985,175,235,410,16 - 17
4124,2011-06-25,fall,2011,June,17,no,saturday,no,1,0.74,0.6667,0.42,0.2239,152,247,399,17 - 18
4125,2011-06-25,fall,2011,June,18,no,saturday,no,1,0.72,0.6515,0.45,0.2537,108,199,307,18 - 19
4126,2011-06-25,fall,2011,June,19,no,saturday,no,1,0.72,0.6667,0.48,0.2836,121,254,375,19 - 20
4127,2011-06-25,fall,2011,June,20,no,saturday,no,1,0.7,0.6515,0.48,0.194,74,195,269,20 - 21
4128,2011-06-25,fall,2011,June,21,no,saturday,no,1,0.68,0.6364,0.51,0.1642,62,140,202,21 - 22
4129,2011-06-25,fall,2011,June,22,no,saturday,no,1,0.68,0.6364,0.47,0.194,61,126,187,22 - 23
4130,2011-06-25,fall,2011,June,23,no,saturday,no,2,0.66,0.6212,0.5,0.2985,49,130,179,23 - 24
4131,2011-06-26,fall,2011,June,0,no,sunday,no,1,0.64,0.6212,0.53,0.0,30,85,115,0 - 1
4132,2011-06-26,fall,2011,June,1,no,sunday,no,1,0.64,0.6212,0.53,0.1045,17,73,90,1 - 2
4133,2011-06-26,fall,2011,June,2,no,sunday,no,1,0.62,0.6212,0.57,0.1045,17,70,87,2 - 3
4134,2011-06-26,fall,2011,June,3,no,sunday,no,1,0.6,0.6061,0.64,0.1045,12,22,34,3 - 4
4135,2011-06-26,fall,2011,June,4,no,sunday,no,1,0.6,0.6061,0.64,0.0896,3,8,11,4 - 5
4136,2011-06-26,fall,2011,June,5,no,sunday,no,1,0.6,0.6061,0.64,0.0,3,9,12,5 - 6
4137,2011-06-26,fall,2011,June,6,no,sunday,no,1,0.6,0.6061,0.64,0.0,7,13,20,6 - 7
4138,2011-06-26,fall,2011,June,7,no,sunday,no,1,0.62,0.6061,0.61,0.0,24,27,51,7 - 8
4139,2011-06-26,fall,2011,June,8,no,sunday,no,1,0.64,0.6212,0.61,0.194,29,78,107,8 - 9
4140,2011-06-26,fall,2011,June,9,no,sunday,no,1,0.66,0.6212,0.54,0.0896,75,131,206,9 - 10
4141,2011-06-26,fall,2011,June,10,no,sunday,no,1,0.72,0.6667,0.48,0.1045,136,196,332,10 - 11
4142,2011-06-26,fall,2011,June,11,no,sunday,no,1,0.72,0.6515,0.45,0.1343,127,219,346,11 - 12
4143,2011-06-26,fall,2011,June,12,no,sunday,no,1,0.74,0.6515,0.4,0.1642,175,268,443,12 - 13
4144,2011-06-26,fall,2011,June,13,no,sunday,no,1,0.74,0.6515,0.4,0.0,197,245,442,13 - 14
4145,2011-06-26,fall,2011,June,14,no,sunday,no,1,0.74,0.6515,0.4,0.1343,197,246,443,14 - 15
4146,2011-06-26,fall,2011,June,15,no,sunday,no,1,0.74,0.6515,0.4,0.0,174,229,403,15 - 16
4147,2011-06-26,fall,2011,June,16,no,sunday,no,1,0.74,0.6667,0.42,0.194,177,278,455,16 - 17
4148,2011-06-26,fall,2011,June,17,no,sunday,no,2,0.72,0.6515,0.42,0.1642,178,243,421,17 - 18
4149,2011-06-26,fall,2011,June,18,no,sunday,no,2,0.72,0.6515,0.45,0.2537,117,265,382,18 - 19
4150,2011-06-26,fall,2011,June,19,no,sunday,no,2,0.72,0.6667,0.48,0.1343,89,228,317,19 - 20
4151,2011-06-26,fall,2011,June,20,no,sunday,no,2,0.7,0.6515,0.48,0.1045,55,158,213,20 - 21
4152,2011-06-26,fall,2011,June,21,no,sunday,no,2,0.7,0.6515,0.54,0.1045,48,135,183,21 - 22
4153,2011-06-26,fall,2011,June,22,no,sunday,no,1,0.7,0.6515,0.51,0.0,19,95,114,22 - 23
4154,2011-06-26,fall,2011,June,23,no,sunday,no,1,0.7,0.6515,0.54,0.0896,14,64,78,23 - 24
4155,2011-06-27,fall,2011,June,0,no,monday,yes,3,0.64,0.6061,0.73,0.2836,7,25,32,0 - 1
4156,2011-06-27,fall,2011,June,1,no,monday,yes,2,0.62,0.5909,0.78,0.1343,4,11,15,1 - 2
4157,2011-06-27,fall,2011,June,2,no,monday,yes,3,0.62,0.5909,0.78,0.1343,3,3,6,2 - 3
4158,2011-06-27,fall,2011,June,3,no,monday,yes,3,0.62,0.5909,0.78,0.1343,0,2,2,3 - 4
4159,2011-06-27,fall,2011,June,4,no,monday,yes,2,0.6,0.5606,0.83,0.1642,1,8,9,4 - 5
4160,2011-06-27,fall,2011,June,5,no,monday,yes,2,0.62,0.5758,0.83,0.1642,1,21,22,5 - 6
4161,2011-06-27,fall,2011,June,6,no,monday,yes,2,0.62,0.5909,0.78,0.1642,4,90,94,6 - 7
4162,2011-06-27,fall,2011,June,7,no,monday,yes,2,0.64,0.6061,0.73,0.2239,14,247,261,7 - 8
4163,2011-06-27,fall,2011,June,8,no,monday,yes,1,0.66,0.6212,0.74,0.194,29,418,447,8 - 9
4164,2011-06-27,fall,2011,June,9,no,monday,yes,2,0.72,0.6667,0.54,0.0,37,150,187,9 - 10
4165,2011-06-27,fall,2011,June,10,no,monday,yes,2,0.72,0.6667,0.54,0.1343,55,95,150,10 - 11
4166,2011-06-27,fall,2011,June,11,no,monday,yes,2,0.7,0.6515,0.58,0.0,55,95,150,11 - 12
4167,2011-06-27,fall,2011,June,12,no,monday,yes,2,0.72,0.6667,0.54,0.0,40,130,170,12 - 13
4168,2011-06-27,fall,2011,June,13,no,monday,yes,2,0.72,0.6667,0.58,0.2239,37,127,164,13 - 14
4169,2011-06-27,fall,2011,June,14,no,monday,yes,2,0.72,0.6667,0.58,0.0896,58,100,158,14 - 15
4170,2011-06-27,fall,2011,June,15,no,monday,yes,2,0.74,0.6818,0.55,0.0,76,126,202,15 - 16
4171,2011-06-27,fall,2011,June,16,no,monday,yes,1,0.74,0.6818,0.55,0.1045,53,222,275,16 - 17
4172,2011-06-27,fall,2011,June,17,no,monday,yes,1,0.74,0.6818,0.55,0.1343,90,514,604,17 - 18
4173,2011-06-27,fall,2011,June,18,no,monday,yes,1,0.74,0.6667,0.51,0.0,79,512,591,18 - 19
4174,2011-06-27,fall,2011,June,19,no,monday,yes,1,0.72,0.6818,0.62,0.194,56,340,396,19 - 20
4175,2011-06-27,fall,2011,June,20,no,monday,yes,1,0.7,0.6515,0.65,0.1045,54,251,305,20 - 21
4176,2011-06-27,fall,2011,June,21,no,monday,yes,1,0.7,0.6515,0.65,0.0,52,190,242,21 - 22
4177,2011-06-27,fall,2011,June,22,no,monday,yes,1,0.68,0.6364,0.69,0.0,33,112,145,22 - 23
4178,2011-06-27,fall,2011,June,23,no,monday,yes,1,0.68,0.6364,0.69,0.0,16,65,81,23 - 24
4179,2011-06-28,fall,2011,June,0,no,tuesday,yes,2,0.66,0.6061,0.78,0.1343,5,25,30,0 - 1
4180,2011-06-28,fall,2011,June,1,no,tuesday,yes,1,0.66,0.6212,0.74,0.0,5,8,13,1 - 2
4181,2011-06-28,fall,2011,June,2,no,tuesday,yes,2,0.66,0.6212,0.74,0.0,2,9,11,2 - 3
4182,2011-06-28,fall,2011,June,3,no,tuesday,yes,2,0.66,0.6212,0.74,0.0,0,2,2,3 - 4
4183,2011-06-28,fall,2011,June,4,no,tuesday,yes,1,0.66,0.6212,0.74,0.0,1,7,8,4 - 5
4184,2011-06-28,fall,2011,June,5,no,tuesday,yes,1,0.66,0.6061,0.78,0.0,1,20,21,5 - 6
4185,2011-06-28,fall,2011,June,6,no,tuesday,yes,1,0.66,0.6061,0.83,0.1642,7,117,124,6 - 7
4186,2011-06-28,fall,2011,June,7,no,tuesday,yes,1,0.68,0.6364,0.83,0.194,27,320,347,7 - 8
4187,2011-06-28,fall,2011,June,8,no,tuesday,yes,1,0.7,0.6667,0.79,0.1642,39,417,456,8 - 9
4188,2011-06-28,fall,2011,June,9,no,tuesday,yes,1,0.74,0.697,0.7,0.0,38,208,246,9 - 10
4189,2011-06-28,fall,2011,June,10,no,tuesday,yes,1,0.8,0.7424,0.49,0.1642,45,112,157,10 - 11
4190,2011-06-28,fall,2011,June,11,no,tuesday,yes,1,0.82,0.7576,0.46,0.0,49,118,167,11 - 12
4191,2011-06-28,fall,2011,June,12,no,tuesday,yes,1,0.84,0.7727,0.47,0.2239,41,161,202,12 - 13
4192,2011-06-28,fall,2011,June,13,no,tuesday,yes,1,0.84,0.7576,0.44,0.0,33,156,189,13 - 14
4193,2011-06-28,fall,2011,June,14,no,tuesday,yes,1,0.86,0.7879,0.44,0.2239,43,117,160,14 - 15
4194,2011-06-28,fall,2011,June,15,no,tuesday,yes,1,0.86,0.7879,0.41,0.0,39,127,166,15 - 16
4195,2011-06-28,fall,2011,June,16,no,tuesday,yes,1,0.86,0.803,0.47,0.2836,41,220,261,16 - 17
4196,2011-06-28,fall,2011,June,17,no,tuesday,yes,3,0.82,0.7879,0.56,0.2836,70,509,579,17 - 18
4197,2011-06-28,fall,2011,June,18,no,tuesday,yes,3,0.8,0.7576,0.55,0.2985,68,436,504,18 - 19
4198,2011-06-28,fall,2011,June,19,no,tuesday,yes,2,0.74,0.6818,0.58,0.4627,44,255,299,19 - 20
4199,2011-06-28,fall,2011,June,20,no,tuesday,yes,1,0.74,0.6818,0.62,0.0,50,246,296,20 - 21
4200,2011-06-28,fall,2011,June,21,no,tuesday,yes,1,0.74,0.697,0.66,0.2836,31,164,195,21 - 22
4201,2011-06-28,fall,2011,June,22,no,tuesday,yes,1,0.7,0.6515,0.7,0.2985,30,104,134,22 - 23
4202,2011-06-28,fall,2011,June,23,no,tuesday,yes,1,0.7,0.6515,0.7,0.2836,23,58,81,23 - 24
4203,2011-06-29,fall,2011,June,0,no,wednesday,yes,2,0.68,0.6364,0.79,0.2836,11,25,36,0 - 1
4204,2011-06-29,fall,2011,June,1,no,wednesday,yes,1,0.68,0.6364,0.79,0.2985,10,18,28,1 - 2
4205,2011-06-29,fall,2011,June,2,no,wednesday,yes,1,0.66,0.6061,0.83,0.2239,7,9,16,2 - 3
4206,2011-06-29,fall,2011,June,3,no,wednesday,yes,2,0.66,0.6061,0.83,0.1045,2,3,5,3 - 4
4207,2011-06-29,fall,2011,June,4,no,wednesday,yes,1,0.66,0.6061,0.83,0.1045,0,5,5,4 - 5
4208,2011-06-29,fall,2011,June,5,no,wednesday,yes,1,0.64,0.5758,0.83,0.194,3,19,22,5 - 6
4209,2011-06-29,fall,2011,June,6,no,wednesday,yes,1,0.66,0.6212,0.69,0.2985,12,104,116,6 - 7
4210,2011-06-29,fall,2011,June,7,no,wednesday,yes,1,0.7,0.6515,0.54,0.2239,18,318,336,7 - 8
4211,2011-06-29,fall,2011,June,8,no,wednesday,yes,1,0.7,0.6515,0.48,0.2836,41,499,540,8 - 9
4212,2011-06-29,fall,2011,June,9,no,wednesday,yes,1,0.72,0.6515,0.45,0.3881,32,189,221,9 - 10
4213,2011-06-29,fall,2011,June,10,no,wednesday,yes,1,0.74,0.6667,0.42,0.2836,31,95,126,10 - 11
4214,2011-06-29,fall,2011,June,11,no,wednesday,yes,1,0.76,0.6667,0.35,0.2239,53,117,170,11 - 12
4215,2011-06-29,fall,2011,June,12,no,wednesday,yes,1,0.76,0.6667,0.35,0.2537,55,188,243,12 - 13
4216,2011-06-29,fall,2011,June,13,no,wednesday,yes,1,0.8,0.697,0.31,0.3284,45,186,231,13 - 14
4217,2011-06-29,fall,2011,June,14,no,wednesday,yes,1,0.8,0.697,0.31,0.194,50,138,188,14 - 15
4218,2011-06-29,fall,2011,June,15,no,wednesday,yes,1,0.82,0.7121,0.3,0.1642,43,146,189,15 - 16
4219,2011-06-29,fall,2011,June,16,no,wednesday,yes,1,0.82,0.7121,0.3,0.4179,60,268,328,16 - 17
4220,2011-06-29,fall,2011,June,17,no,wednesday,yes,1,0.82,0.7121,0.26,0.4179,78,492,570,17 - 18
4221,2011-06-29,fall,2011,June,18,no,wednesday,yes,1,0.8,0.697,0.29,0.2985,78,510,588,18 - 19
4222,2011-06-29,fall,2011,June,19,no,wednesday,yes,1,0.76,0.6667,0.35,0.3881,60,341,401,19 - 20
4223,2011-06-29,fall,2011,June,20,no,wednesday,yes,1,0.74,0.6515,0.37,0.2985,69,264,333,20 - 21
4224,2011-06-29,fall,2011,June,21,no,wednesday,yes,1,0.72,0.6515,0.39,0.2239,26,195,221,21 - 22
4225,2011-06-29,fall,2011,June,22,no,wednesday,yes,1,0.7,0.6364,0.42,0.194,32,151,183,22 - 23
4226,2011-06-29,fall,2011,June,23,no,wednesday,yes,1,0.68,0.6364,0.47,0.194,32,97,129,23 - 24
4227,2011-06-30,fall,2011,June,0,no,thursday,yes,1,0.66,0.6212,0.5,0.1642,15,39,54,0 - 1
4228,2011-06-30,fall,2011,June,1,no,thursday,yes,1,0.64,0.6212,0.53,0.1343,13,19,32,1 - 2
4229,2011-06-30,fall,2011,June,2,no,thursday,yes,1,0.62,0.6212,0.57,0.1343,2,6,8,2 - 3
4230,2011-06-30,fall,2011,June,3,no,thursday,yes,1,0.6,0.6061,0.6,0.1642,2,7,9,3 - 4
4231,2011-06-30,fall,2011,June,4,no,thursday,yes,1,0.58,0.5455,0.64,0.1343,2,4,6,4 - 5
4232,2011-06-30,fall,2011,June,5,no,thursday,yes,1,0.58,0.5455,0.64,0.2537,1,24,25,5 - 6
4233,2011-06-30,fall,2011,June,6,no,thursday,yes,1,0.6,0.6061,0.64,0.2537,4,119,123,6 - 7
4234,2011-06-30,fall,2011,June,7,no,thursday,yes,1,0.62,0.6061,0.61,0.2239,29,291,320,7 - 8
4235,2011-06-30,fall,2011,June,8,no,thursday,yes,1,0.68,0.6364,0.47,0.2239,44,511,555,8 - 9
4236,2011-06-30,fall,2011,June,9,no,thursday,yes,1,0.7,0.6364,0.42,0.2239,33,227,260,9 - 10
4237,2011-06-30,fall,2011,June,10,no,thursday,yes,1,0.72,0.6515,0.42,0.194,35,97,132,10 - 11
4238,2011-06-30,fall,2011,June,11,no,thursday,yes,1,0.74,0.6515,0.37,0.1343,47,122,169,11 - 12
4239,2011-06-30,fall,2011,June,12,no,thursday,yes,1,0.76,0.6667,0.35,0.1642,50,183,233,12 - 13
4240,2011-06-30,fall,2011,June,13,no,thursday,yes,1,0.76,0.6667,0.33,0.194,70,162,232,13 - 14
4241,2011-06-30,fall,2011,June,14,no,thursday,yes,1,0.78,0.6818,0.31,0.194,46,117,163,14 - 15
4242,2011-06-30,fall,2011,June,15,no,thursday,yes,1,0.78,0.6667,0.25,0.2537,64,176,240,15 - 16
4243,2011-06-30,fall,2011,June,16,no,thursday,yes,1,0.8,0.697,0.26,0.1343,63,260,323,16 - 17
4244,2011-06-30,fall,2011,June,17,no,thursday,yes,1,0.78,0.6818,0.27,0.3582,98,496,594,17 - 18
4245,2011-06-30,fall,2011,June,18,no,thursday,yes,1,0.76,0.6667,0.29,0.2537,114,472,586,18 - 19
4246,2011-06-30,fall,2011,June,19,no,thursday,yes,1,0.74,0.6515,0.33,0.194,89,366,455,19 - 20
4247,2011-06-30,fall,2011,June,20,no,thursday,yes,1,0.74,0.6515,0.33,0.194,55,285,340,20 - 21
4248,2011-06-30,fall,2011,June,21,no,thursday,yes,1,0.72,0.6515,0.37,0.1045,81,242,323,21 - 22
4249,2011-06-30,fall,2011,June,22,no,thursday,yes,1,0.7,0.6364,0.42,0.1642,43,164,207,22 - 23
4250,2011-06-30,fall,2011,June,23,no,thursday,yes,1,0.66,0.6212,0.5,0.0,27,99,126,23 - 24
4251,2011-07-01,fall,2011,July,0,no,friday,yes,1,0.66,0.6212,0.5,0.0,20,48,68,0 - 1
4252,2011-07-01,fall,2011,July,1,no,friday,yes,1,0.66,0.6212,0.5,0.0,15,16,31,1 - 2
4253,2011-07-01,fall,2011,July,2,no,friday,yes,1,0.62,0.6061,0.69,0.0,6,7,13,2 - 3
4254,2011-07-01,fall,2011,July,3,no,friday,yes,1,0.64,0.6212,0.53,0.0,5,6,11,3 - 4
4255,2011-07-01,fall,2011,July,4,no,friday,yes,1,0.62,0.6212,0.57,0.0,1,5,6,4 - 5
4256,2011-07-01,fall,2011,July,5,no,friday,yes,1,0.6,0.6061,0.64,0.1343,3,27,30,5 - 6
4257,2011-07-01,fall,2011,July,6,no,friday,yes,1,0.62,0.6061,0.61,0.1343,11,97,108,6 - 7
4258,2011-07-01,fall,2011,July,7,no,friday,yes,1,0.66,0.6212,0.54,0.1045,25,218,243,7 - 8
4259,2011-07-01,fall,2011,July,8,no,friday,yes,1,0.7,0.6364,0.42,0.1642,39,453,492,8 - 9
4260,2011-07-01,fall,2011,July,9,no,friday,yes,1,0.74,0.6515,0.35,0.1642,58,202,260,9 - 10
4261,2011-07-01,fall,2011,July,10,no,friday,yes,1,0.76,0.6667,0.33,0.1642,61,109,170,10 - 11
4262,2011-07-01,fall,2011,July,11,no,friday,yes,1,0.8,0.697,0.26,0.0,68,146,214,11 - 12
4263,2011-07-01,fall,2011,July,12,no,friday,yes,1,0.8,0.697,0.26,0.0,83,180,263,12 - 13
4264,2011-07-01,fall,2011,July,13,no,friday,yes,1,0.8,0.6818,0.24,0.0,83,209,292,13 - 14
4265,2011-07-01,fall,2011,July,14,no,friday,yes,1,0.82,0.697,0.23,0.194,78,225,303,14 - 15
4266,2011-07-01,fall,2011,July,15,no,friday,yes,1,0.82,0.697,0.21,0.2537,82,299,381,15 - 16
4267,2011-07-01,fall,2011,July,16,no,friday,yes,1,0.82,0.697,0.17,0.0,85,342,427,16 - 17
4268,2011-07-01,fall,2011,July,17,no,friday,yes,1,0.82,0.697,0.21,0.194,99,362,461,17 - 18
4269,2011-07-01,fall,2011,July,18,no,friday,yes,1,0.8,0.6818,0.24,0.2537,98,324,422,18 - 19
4270,2011-07-01,fall,2011,July,19,no,friday,yes,1,0.78,0.6667,0.25,0.194,80,238,318,19 - 20
4271,2011-07-01,fall,2011,July,20,no,friday,yes,1,0.72,0.6515,0.42,0.2239,84,185,269,20 - 21
4272,2011-07-01,fall,2011,July,21,no,friday,yes,1,0.7,0.6364,0.45,0.194,69,149,218,21 - 22
4273,2011-07-01,fall,2011,July,22,no,friday,yes,1,0.7,0.6364,0.42,0.0,49,173,222,22 - 23
4274,2011-07-01,fall,2011,July,23,no,friday,yes,1,0.68,0.6364,0.47,0.0896,44,96,140,23 - 24
4275,2011-07-02,fall,2011,July,0,no,saturday,no,1,0.68,0.6364,0.47,0.0896,31,84,115,0 - 1
4276,2011-07-02,fall,2011,July,1,no,saturday,no,1,0.66,0.6212,0.54,0.0,20,58,78,1 - 2
4277,2011-07-02,fall,2011,July,2,no,saturday,no,1,0.64,0.6212,0.53,0.0,9,43,52,2 - 3
4278,2011-07-02,fall,2011,July,3,no,saturday,no,1,0.64,0.6212,0.53,0.0,5,21,26,3 - 4
4279,2011-07-02,fall,2011,July,4,no,saturday,no,1,0.62,0.6061,0.61,0.0,3,8,11,4 - 5
4280,2011-07-02,fall,2011,July,5,no,saturday,no,1,0.58,0.5455,0.73,0.1045,1,13,14,5 - 6
4281,2011-07-02,fall,2011,July,6,no,saturday,no,1,0.62,0.6061,0.69,0.1045,11,21,32,6 - 7
4282,2011-07-02,fall,2011,July,7,no,saturday,no,1,0.64,0.6061,0.65,0.0,10,35,45,7 - 8
4283,2011-07-02,fall,2011,July,8,no,saturday,no,1,0.68,0.6364,0.57,0.0,38,94,132,8 - 9
4284,2011-07-02,fall,2011,July,9,no,saturday,no,1,0.74,0.6667,0.51,0.0896,55,124,179,9 - 10
4285,2011-07-02,fall,2011,July,10,no,saturday,no,1,0.8,0.7121,0.36,0.0,103,168,271,10 - 11
4286,2011-07-02,fall,2011,July,11,no,saturday,no,1,0.8,0.7121,0.36,0.0896,144,213,357,11 - 12
4287,2011-07-02,fall,2011,July,12,no,saturday,no,1,0.82,0.7121,0.3,0.1343,142,232,374,12 - 13
4288,2011-07-02,fall,2011,July,13,no,saturday,no,1,0.82,0.7121,0.3,0.1045,178,226,404,13 - 14
4289,2011-07-02,fall,2011,July,14,no,saturday,no,1,0.84,0.7121,0.2,0.0,177,215,392,14 - 15
4290,2011-07-02,fall,2011,July,15,no,saturday,no,1,0.86,0.7273,0.19,0.1642,168,163,331,15 - 16
4291,2011-07-02,fall,2011,July,16,no,saturday,no,1,0.88,0.7424,0.22,0.2239,206,192,398,16 - 17
4292,2011-07-02,fall,2011,July,17,no,saturday,no,1,0.84,0.7273,0.3,0.2239,179,170,349,17 - 18
4293,2011-07-02,fall,2011,July,18,no,saturday,no,1,0.82,0.7121,0.3,0.2836,193,190,383,18 - 19
4294,2011-07-02,fall,2011,July,19,no,saturday,no,1,0.8,0.697,0.33,0.2239,156,149,305,19 - 20
4295,2011-07-02,fall,2011,July,20,no,saturday,no,1,0.76,0.6818,0.45,0.2836,136,148,284,20 - 21
4296,2011-07-02,fall,2011,July,21,no,saturday,no,1,0.74,0.6667,0.48,0.194,95,137,232,21 - 22
4297,2011-07-02,fall,2011,July,22,no,saturday,no,1,0.72,0.6667,0.51,0.1642,78,123,201,22 - 23
4298,2011-07-02,fall,2011,July,23,no,saturday,no,1,0.72,0.6667,0.54,0.2836,66,88,154,23 - 24
4299,2011-07-03,fall,2011,July,0,no,sunday,no,1,0.7,0.6515,0.58,0.2239,47,97,144,0 - 1
4300,2011-07-03,fall,2011,July,1,no,sunday,no,2,0.7,0.6515,0.61,0.1642,23,55,78,1 - 2
4301,2011-07-03,fall,2011,July,2,no,sunday,no,1,0.7,0.6515,0.58,0.194,19,50,69,2 - 3
4302,2011-07-03,fall,2011,July,3,no,sunday,no,3,0.68,0.6364,0.65,0.0896,8,25,33,3 - 4
4303,2011-07-03,fall,2011,July,4,no,sunday,no,3,0.68,0.6364,0.65,0.0896,3,2,5,4 - 5
4304,2011-07-03,fall,2011,July,5,no,sunday,no,3,0.62,0.5758,0.83,0.194,0,1,1,5 - 6
4305,2011-07-03,fall,2011,July,6,no,sunday,no,2,0.62,0.5455,0.94,0.0896,0,3,3,6 - 7
4306,2011-07-03,fall,2011,July,7,no,sunday,no,2,0.64,0.5758,0.89,0.194,3,22,25,7 - 8
4307,2011-07-03,fall,2011,July,8,no,sunday,no,1,0.68,0.6364,0.79,0.2239,39,53,92,8 - 9
4308,2011-07-03,fall,2011,July,9,no,sunday,no,1,0.7,0.6667,0.74,0.2537,82,99,181,9 - 10
4309,2011-07-03,fall,2011,July,10,no,sunday,no,1,0.74,0.697,0.66,0.1642,131,133,264,10 - 11
4310,2011-07-03,fall,2011,July,11,no,sunday,no,1,0.76,0.7121,0.62,0.1045,215,175,390,11 - 12
4311,2011-07-03,fall,2011,July,12,no,sunday,no,1,0.8,0.7576,0.55,0.1045,198,206,404,12 - 13
4312,2011-07-03,fall,2011,July,13,no,sunday,no,1,0.8,0.7727,0.59,0.2239,248,173,421,13 - 14
4313,2011-07-03,fall,2011,July,14,no,sunday,no,1,0.82,0.7879,0.56,0.2537,225,150,375,14 - 15
4314,2011-07-03,fall,2011,July,15,no,sunday,no,1,0.84,0.803,0.53,0.2985,194,182,376,15 - 16
4315,2011-07-03,fall,2011,July,16,no,sunday,no,1,0.84,0.803,0.53,0.2985,195,219,414,16 - 17
4316,2011-07-03,fall,2011,July,17,no,sunday,no,3,0.8,0.7424,0.49,0.8507,181,177,358,17 - 18
4317,2011-07-03,fall,2011,July,18,no,sunday,no,3,0.8,0.7424,0.49,0.8507,74,107,181,18 - 19
4318,2011-07-03,fall,2011,July,19,no,sunday,no,2,0.66,0.6061,0.83,0.194,100,83,183,19 - 20
4319,2011-07-03,fall,2011,July,20,no,sunday,no,3,0.66,0.6061,0.83,0.0,83,93,176,20 - 21
4320,2011-07-03,fall,2011,July,21,no,sunday,no,2,0.66,0.6061,0.83,0.1642,75,92,167,21 - 22
4321,2011-07-03,fall,2011,July,22,no,sunday,no,2,0.66,0.6061,0.78,0.1045,69,93,162,22 - 23
4322,2011-07-03,fall,2011,July,23,no,sunday,no,1,0.64,0.5758,0.83,0.1642,70,77,147,23 - 24
4323,2011-07-04,fall,2011,July,0,yes,monday,no,1,0.64,0.5758,0.83,0.1343,63,77,140,0 - 1
4324,2011-07-04,fall,2011,July,1,yes,monday,no,1,0.64,0.5758,0.83,0.0896,43,76,119,1 - 2
4325,2011-07-04,fall,2011,July,2,yes,monday,no,1,0.64,0.5758,0.83,0.0,33,30,63,2 - 3
